,age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week,education_cat,workclass_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,gender_cat,native-country_cat
33507,35,119421.0,13,0,0,35,9,5,2,3,5,4,0,38
33508,56,220187.00000000003,10,0,0,45,15,4,2,7,0,4,1,38
33509,41,33068.0,14,0,1974,40,12,1,0,9,1,4,1,38
33510,41,277783.0,10,0,2001,50,15,4,0,2,1,4,1,38
33511,42,175515.0,9,0,0,40,11,2,2,2,0,4,1,38
33512,58,271795.0,4,0,0,40,5,1,2,2,0,4,1,38
33513,43,70055.0,10,0,0,40,15,2,2,0,0,4,1,38
33514,25,352806.0,9,0,0,40,11,2,0,7,1,4,0,25
33515,57,266189.0,9,0,0,42,11,2,0,0,4,4,0,38
33516,49,102945.0,4,0,0,40,5,2,6,6,1,4,0,38
33517,23,173851.0,10,0,0,40,15,2,2,5,0,4,1,38
33518,59,144092.0,9,0,0,40,11,2,2,2,0,4,1,38
33519,50,198681.0,10,0,0,70,15,2,2,13,0,4,1,38
33520,33,351810.0,13,0,0,45,9,2,4,9,1,4,0,25
33521,52,180142.0,14,0,0,45,12,2,2,12,0,4,1,38
33522,37,175360.0,9,0,0,40,11,3,2,2,0,4,1,38
33523,30,224498.0,9,0,0,40,11,3,0,0,4,4,0,38
33524,39,154641.0,9,0,0,60,11,3,0,2,4,4,1,38
33525,54,152540.0,10,0,0,42,15,1,0,2,4,4,1,38
33526,52,217663.0,9,0,0,45,11,2,2,11,0,4,1,38
33527,22,138575.0,9,0,0,56,11,1,4,10,4,4,1,38
33529,65,101104.0,9,9386,0,10,11,2,2,11,0,4,1,38
33530,32,44677.0,13,0,0,40,9,2,4,0,1,4,1,38
33531,25,456618.0,4,0,0,40,5,2,4,6,4,4,1,7
33532,34,227282.0,10,0,0,40,15,2,4,2,1,4,1,38
33533,47,27624.0,11,0,0,55,8,2,4,7,1,4,0,38
33534,24,281403.0,9,0,0,98,11,2,4,4,3,4,1,38
33535,63,39181.0,16,0,2559,60,10,0,0,3,1,4,0,38
33536,48,377140.0,3,0,0,35,4,2,4,8,4,4,0,26
33537,26,299810.0,9,0,0,50,11,2,4,11,1,4,0,38
33538,28,181916.0,10,0,0,40,15,2,5,6,1,4,1,38
33539,23,237044.0,9,0,0,12,11,2,4,7,3,2,1,38
33540,57,123053.00000000001,15,15024,0,50,14,3,2,9,0,1,1,18
33541,64,269512.0,13,0,0,40,9,5,0,12,1,4,1,38
33542,28,44767.0,13,0,0,50,9,2,4,3,3,4,1,38
33543,28,67218.0,4,0,0,40,5,2,2,11,2,4,1,38
33544,34,176992.0,10,0,0,40,15,2,2,6,0,4,1,38
33545,38,43712.0,7,0,1887,45,1,4,2,3,0,4,1,38
33546,44,379919.0,12,0,0,60,7,2,2,4,0,4,1,38
33547,34,104509.0,11,1639,0,20,8,2,4,9,1,4,0,38
33548,18,212370.0,9,0,0,25,11,2,2,2,0,4,1,38
33549,36,179666.0,8,0,0,40,2,2,2,2,0,3,1,38
33550,73,233882.0,9,0,2457,40,11,4,2,4,0,1,1,39
33551,24,197387.0,9,0,0,40,11,2,4,7,3,4,1,25
33552,29,220656.0,13,0,0,40,9,1,2,3,0,2,1,38
33553,33,181091.0,10,0,0,40,15,2,2,9,0,4,1,38
33554,57,135028.0,9,0,0,35,11,0,5,0,2,2,0,38
33556,55,106498.0,6,0,0,35,0,2,6,13,1,2,0,38
33557,21,203003.0,6,0,0,40,0,2,2,2,0,4,1,38
33558,36,223789.00000000003,14,0,0,45,12,4,2,9,0,4,1,38
33559,26,184026.0,10,0,0,50,15,2,4,9,1,3,1,38
33561,40,65866.0,10,0,213,40,15,2,0,12,4,4,0,38
33562,32,372692.0,9,0,0,40,11,2,2,2,0,4,1,38
33563,21,45607.0,10,0,0,40,15,2,4,7,3,4,0,38
33564,59,303176.0,10,0,2179,40,15,5,2,3,0,4,1,38
33565,29,138190.0,9,0,1138,40,11,2,4,11,4,2,0,38
33566,29,212894.99999999997,10,0,0,48,15,4,0,6,1,4,1,38
33567,59,31359.0,14,15024,0,80,12,3,2,3,0,4,1,38
33568,58,147989.0,9,0,0,40,11,2,2,13,0,4,1,38
33569,47,145290.0,9,0,0,45,11,2,2,6,0,4,1,38
33570,44,262684.0,9,0,1504,45,11,2,0,0,1,4,0,38
33571,31,132601.0,9,0,0,40,11,2,4,7,3,4,1,38
33572,42,30759.0,9,0,0,35,11,4,2,2,0,4,1,38
33573,19,319889.0,9,0,0,25,11,2,4,7,3,4,1,38
33574,66,29431.0,9,0,0,50,11,2,2,11,0,4,1,38
33575,41,111483.00000000001,9,0,0,45,11,2,2,6,0,4,1,38
33576,22,184756.0,10,0,0,30,15,2,4,11,3,4,0,38
33577,31,651396.0,9,0,1594,30,11,2,4,11,3,4,0,38
33578,30,187560.0,13,0,0,40,9,2,4,11,1,4,1,38
33579,36,84848.0,9,0,0,16,11,4,5,7,1,4,0,38
33581,41,88913.0,12,0,0,36,7,5,0,9,4,1,0,38
33582,19,73190.0,10,0,0,20,15,2,4,5,3,4,1,38
33583,60,132529.0,9,0,0,40,11,2,2,7,0,4,1,38
33584,24,214542.0,7,0,0,40,1,2,4,13,3,4,1,38
33585,25,217006.0,7,0,0,40,1,2,2,6,0,4,1,38
33586,52,169785.0,10,0,0,50,15,2,4,3,1,4,0,38
33587,30,75573.0,13,0,0,45,9,2,4,3,1,4,0,10
33588,37,239171.0,9,0,0,40,11,2,2,2,0,4,1,38
33589,55,53566.0,16,0,0,30,10,4,0,3,1,4,0,38
33590,20,117109.0,10,0,0,24,15,2,4,0,2,2,0,38
33591,32,398019.0,4,0,0,15,5,2,4,8,1,4,0,25
33592,18,114008.0,9,0,0,35,11,2,4,7,3,4,1,38
33593,24,204653.0,10,0,0,40,15,2,4,2,3,4,1,38
33594,33,254935.0,10,0,0,45,15,1,2,10,0,4,1,38
33596,57,198145.0,14,0,0,14,12,1,2,10,0,4,1,38
33597,53,174020.0,14,0,1876,38,12,2,0,9,4,4,0,38
33598,19,451951.0,9,0,0,40,11,2,4,11,1,4,0,38
33599,50,172175.0,15,0,0,40,14,1,2,9,0,4,1,38
33600,27,209472.0,13,0,0,50,9,2,4,3,1,4,1,38
33601,40,336707.0,11,0,0,60,8,2,5,2,1,4,0,38
33603,47,156728.0,9,0,0,55,11,3,2,11,0,4,1,38
33604,39,290321.0,11,0,0,50,8,0,2,9,0,4,1,38
33605,49,206577.0,10,0,0,40,15,5,0,0,3,4,1,38
33606,28,149324.0,10,0,0,7,15,4,2,9,0,4,1,38
33608,50,98975.0,13,15024,0,40,9,2,2,3,0,4,1,38
33609,28,181659.0,7,0,0,50,1,2,4,13,3,4,1,38
33610,30,174789.0,9,0,0,40,11,2,2,11,0,4,1,38
33611,47,102308.0,14,99999,0,50,12,2,2,3,0,4,1,38
33612,39,184801.0,13,0,0,40,9,2,2,9,0,4,1,38
33613,37,176014.0,9,0,0,50,11,2,2,11,0,4,1,38
33614,50,256861.0,9,0,0,80,11,2,2,11,0,4,1,38
33615,37,239396.99999999997,6,0,0,40,0,2,2,6,0,4,1,25
33616,26,233777.00000000003,9,0,0,40,11,2,2,6,0,4,1,38
33617,55,236519.99999999997,11,0,0,40,8,2,2,2,0,4,1,38
33618,46,70754.0,13,0,0,40,9,2,2,9,0,4,1,38
33619,32,245378.0,9,0,0,60,11,2,2,11,0,4,1,38
33620,26,176729.0,13,0,0,45,9,2,4,2,1,4,1,38
33621,32,154120.0,9,7298,0,40,11,2,2,13,0,4,1,38
33622,43,88913.0,10,1055,0,40,15,2,4,5,3,1,0,38
33623,19,517035.99999999994,9,0,0,40,11,2,0,2,1,4,0,7
33624,38,436360.99999999994,9,0,0,75,11,2,0,7,1,4,0,38
33625,38,231037.00000000003,3,0,0,40,4,2,2,11,0,4,1,25
33626,65,209830.99999999997,11,0,0,40,8,2,2,0,5,4,0,38
33627,70,143833.0,10,0,2246,40,15,4,2,3,0,4,1,38
33629,44,215467.99999999997,13,0,0,7,9,2,5,6,4,2,0,38
33630,32,200700.0,10,0,0,50,15,2,4,11,1,4,1,38
33631,30,191777.0,9,0,0,40,11,1,4,10,3,2,0,38
33632,49,195437.0,12,0,0,60,7,0,2,0,0,4,1,38
33633,23,149396.0,9,0,0,40,11,2,4,0,3,2,0,38
33634,25,104746.0,10,0,0,16,15,2,2,5,0,4,1,38
33635,19,108147.0,10,0,0,15,15,2,4,0,3,4,0,38
33636,27,238858.99999999997,11,0,0,40,8,2,4,2,1,4,1,38
33637,43,23157.0,9,0,0,60,11,5,4,13,1,4,1,38
33638,38,497788.0,9,0,0,50,11,2,2,2,0,4,1,38
33639,42,141558.0,14,0,0,60,12,2,2,9,0,4,1,38
33640,33,117963.0,13,0,0,38,9,0,4,0,3,4,1,38
33641,30,232356.0,13,0,0,40,9,2,2,3,0,4,1,38
33642,29,157941.0,13,0,0,40,9,2,4,12,1,4,1,38
33643,30,103642.0,7,0,0,40,1,2,2,2,0,4,1,38
33644,26,169727.0,9,0,0,40,11,2,2,12,0,4,1,38
33645,43,274731.0,13,0,0,40,9,2,2,9,0,4,1,38
33646,30,161572.0,9,0,0,45,11,2,2,7,5,4,0,38
33647,38,48779.0,10,0,0,40,15,2,2,13,0,4,1,38
33648,48,141511.0,14,0,0,40,12,2,2,3,0,4,1,38
33649,57,314153.0,13,0,1887,55,9,2,2,11,0,4,1,38
33650,30,168334.0,9,0,0,30,11,2,2,11,5,4,0,38
33651,42,267252.0,14,0,0,45,12,1,5,3,4,2,1,38
33652,31,312055.0,9,0,0,70,11,4,2,3,0,4,1,38
33653,32,207937.0,10,0,0,40,15,2,4,2,1,4,1,38
33654,28,232653.0,13,0,0,40,9,2,2,3,0,4,1,38
33655,63,246841.0,9,0,0,40,11,2,2,5,0,4,1,38
33656,32,154087.0,9,0,0,40,11,2,2,13,0,4,1,38
33657,20,199010.99999999997,10,0,0,12,15,2,4,5,3,4,1,38
33658,51,205100.0,14,0,0,30,12,4,2,9,5,4,0,38
33660,24,50400.0,10,0,0,40,15,2,2,11,0,0,1,38
33661,41,97064.0,11,0,0,44,8,1,0,0,4,4,0,38
33662,21,65038.0,9,0,0,40,11,2,4,6,3,4,1,38
33663,27,292472.0,10,0,1876,45,15,2,4,2,1,1,1,0
33664,17,225211.0,5,0,0,35,6,2,4,7,3,2,1,38
33665,45,320192.0,2,0,0,40,3,2,2,7,5,4,0,38
33666,39,119421.0,9,0,625,35,11,5,5,0,4,4,0,38
33667,21,83580.0,10,0,0,4,15,2,4,9,3,0,0,38
33668,29,133696.0,13,8614,0,45,9,2,4,9,1,4,1,38
33669,39,141584.0,14,0,2444,45,12,2,4,11,1,4,1,38
33670,42,529216.0,9,0,0,40,11,2,5,13,2,2,1,38
33671,22,390817.0,3,0,0,40,4,2,2,2,2,4,1,25
33673,59,155976.0,9,0,0,40,11,2,6,0,1,4,0,38
33674,40,221171.99999999997,14,0,0,65,12,2,2,3,0,4,1,38
33675,45,270842.0,10,0,0,40,15,2,0,7,1,4,0,38
33676,35,82622.0,9,0,0,50,11,2,0,3,1,4,1,38
33677,58,371064.0,9,0,0,20,11,2,2,4,0,4,1,38
33678,45,54744.0,10,0,1848,40,15,2,2,2,0,4,1,38
33679,29,22641.0,9,0,0,45,11,2,2,6,0,0,1,38
33680,21,218957.00000000003,7,0,0,45,1,2,4,2,3,4,1,38
33681,51,441637.0,9,0,0,40,11,2,2,12,0,4,1,38
33682,34,143699.0,10,0,0,40,15,1,2,7,5,4,0,38
33683,40,183096.0,13,0,0,35,9,2,0,0,1,4,0,38
33684,45,97176.0,7,0,0,16,1,2,0,0,4,4,0,38
33685,38,122493.0,6,0,1887,40,0,4,2,11,0,4,1,38
33686,22,311376.0,13,0,0,40,9,2,4,0,3,4,0,38
33687,37,78928.0,5,3137,0,40,6,2,2,7,0,4,1,38
33688,62,123582.0,6,0,0,40,0,2,0,7,4,4,0,38
33689,32,174215.0,13,0,0,60,9,0,4,3,1,4,0,38
33690,36,183902.0,13,0,0,4,9,2,2,9,5,4,0,38
33691,43,247880.0,9,0,0,40,11,2,4,2,1,4,1,38
33692,37,256635.99999999997,9,0,0,40,11,2,2,13,0,4,1,38
33694,28,22422.0,9,0,0,55,11,2,4,13,4,4,1,38
33696,47,194360.0,9,0,0,7,11,1,2,7,5,4,0,38
33697,59,247187.0,9,0,0,40,11,2,0,0,1,4,0,38
33698,35,63921.00000000001,9,0,0,40,11,2,2,6,0,4,1,38
33699,35,224889.0,13,0,0,40,9,2,2,11,0,4,1,38
33700,29,178564.0,13,0,0,40,9,4,4,9,2,4,1,38
33701,57,47619.0,12,0,0,40,7,2,0,9,1,2,0,38
33702,41,92775.0,13,0,0,60,9,2,2,3,0,4,1,38
33703,37,50837.0,14,0,0,45,12,2,2,9,0,4,1,38
33704,20,235894.0,10,0,0,40,15,1,4,4,3,4,1,38
33705,44,244973.99999999997,9,0,0,60,11,2,2,11,0,4,1,38
33706,20,526734.0,9,0,0,30,11,1,4,0,1,4,0,38
33707,38,243483.99999999997,13,0,0,28,9,4,2,0,5,4,0,38
33708,23,201663.99999999997,9,0,0,40,11,2,2,0,2,4,1,38
33709,24,234640.0,9,0,0,36,11,2,3,11,3,4,0,38
33710,46,268022.0,13,0,0,40,9,2,2,11,0,4,1,38
33711,32,223267.0,9,0,0,40,11,1,2,13,0,4,1,38
33712,21,99199.0,9,0,0,40,11,4,2,2,0,4,1,38
33713,32,137076.0,10,0,0,40,15,2,2,11,0,4,1,38
33714,41,115411.00000000001,10,2174,0,45,15,2,0,11,3,4,1,38
33715,51,313146.0,9,0,0,40,11,2,2,6,0,4,1,38
33716,69,29980.0,4,1848,0,10,5,4,4,4,2,4,1,38
33717,39,543042.0,9,5178,0,50,11,3,2,2,0,4,1,38
33718,43,271807.0,10,0,0,40,15,2,0,2,1,4,1,38
33719,51,97934.0,13,5178,0,40,9,0,2,4,0,4,1,38
33720,43,191196.0,9,0,0,40,11,2,0,7,1,4,1,38
33721,35,264627.0,7,0,0,84,1,4,0,3,4,4,0,38
33722,32,183801.0,9,0,0,40,11,2,0,2,3,4,1,38
33723,25,209227.0,13,0,0,21,9,2,4,9,3,4,0,38
33724,64,216208.0,10,0,0,40,15,2,6,11,1,4,0,38
33725,28,377095.0,13,0,0,40,9,2,2,3,5,4,0,38
33726,44,317535.0,2,0,0,40,3,2,2,10,2,4,1,25
33727,40,247880.0,13,0,0,40,9,2,2,12,0,4,1,38
33728,21,152246.0,10,0,0,40,15,2,4,5,3,1,1,29
33729,23,428299.0,9,0,0,40,11,2,4,2,1,4,1,38
33730,23,161708.0,10,0,0,20,15,2,4,7,4,4,0,38
33731,19,167859.0,9,0,0,40,11,2,4,7,3,2,1,38
33732,61,85194.0,10,0,0,25,15,2,2,12,0,4,1,38
33734,39,117682.99999999999,6,0,0,45,0,2,2,5,0,4,1,38
33735,51,139347.0,9,7688,0,40,11,2,2,0,5,4,0,38
33736,25,427744.00000000006,6,0,0,40,0,2,2,3,0,4,1,38
33737,33,122116.0,9,0,0,45,11,2,2,11,0,4,1,38
33738,34,227931.0,10,0,0,38,15,5,0,0,1,4,0,38
33739,54,226497.0,10,0,0,50,15,4,2,11,0,4,1,38
33740,24,83783.0,13,0,0,40,9,2,4,12,3,4,0,38
33741,28,197113.0,9,0,0,50,11,2,4,6,3,3,1,32
33742,33,204742.00000000003,10,0,0,44,15,2,2,11,0,4,1,38
33744,31,213178.99999999997,9,0,0,60,11,2,2,13,0,4,1,38
33745,70,188260.0,9,0,0,16,11,3,2,3,0,4,1,38
33746,43,298161.0,9,0,0,40,11,2,2,6,5,4,0,26
33747,36,143774.0,10,0,0,12,15,2,2,0,5,4,0,38
33748,50,139296.0,7,0,0,40,1,1,4,2,4,4,1,38
33749,21,152389.0,10,0,0,30,15,2,4,7,1,2,0,38
33750,31,309974.0,10,0,0,40,15,2,5,12,4,2,0,38
33752,39,270059.0,10,0,0,35,15,2,0,0,4,4,0,38
33753,29,130044.99999999999,4,0,0,40,5,2,2,7,5,4,0,38
33754,39,188038.0,10,0,0,40,15,2,0,5,1,4,1,38
33755,17,168203.0,4,0,0,40,5,2,4,4,2,3,1,25
33756,46,171807.0,10,0,0,40,15,2,0,11,4,4,0,38
33757,62,186696.0,9,0,0,40,11,2,2,2,0,4,1,38
33758,32,177531.0,6,0,0,23,0,2,0,7,4,2,0,38
33759,28,115464.0,9,0,0,40,11,2,4,7,3,2,0,38
33760,19,501143.99999999994,10,0,0,40,15,2,4,11,2,2,0,38
33761,61,180079.0,16,4064,0,40,10,1,2,3,0,4,1,38
33764,24,203924.0,13,0,0,45,9,1,2,10,0,4,1,38
33765,38,91857.0,10,0,0,41,15,2,2,2,0,4,1,38
33766,38,229699.99999999997,14,0,0,40,12,2,2,9,0,2,1,38
33767,17,158704.0,6,0,0,20,0,2,4,11,3,4,1,38
33768,28,190911.0,9,0,0,40,11,2,2,2,0,4,1,38
33769,52,139176.0,9,0,0,8,11,2,2,11,0,4,1,38
33770,61,119684.0,15,15024,0,20,14,2,2,9,0,4,1,38
33771,69,124930.0,3,0,2267,40,4,2,2,6,0,4,1,38
33772,19,168693.0,9,0,0,25,11,2,4,11,3,4,0,38
33773,26,250038.0,10,0,0,40,15,2,2,0,0,4,1,38
33774,34,353927.0,10,0,0,40,15,3,2,3,0,4,1,38
33775,70,216390.0,5,2653,0,40,6,2,2,6,5,4,0,38
33776,21,230247.99999999997,9,0,0,25,11,2,4,0,1,4,0,38
33777,43,117727.99999999999,9,0,0,44,11,2,2,2,0,4,1,38
33778,52,115851.0,9,0,0,40,11,2,2,2,0,4,1,38
33779,59,193335.0,9,0,0,40,11,2,2,2,0,4,1,38
33780,21,203894.0,11,0,0,40,8,2,4,0,3,4,0,38
33781,53,100109.0,14,0,1977,40,12,4,2,3,0,4,1,38
33782,55,157639.0,10,0,0,40,15,5,2,10,0,4,1,38
33783,46,235320.0,14,0,0,60,12,3,0,11,1,4,1,38
33784,36,127685.99999999999,9,0,0,37,11,2,5,0,4,4,0,38
33785,39,28572.0,9,0,0,48,11,2,4,5,3,4,1,38
33787,30,184687.0,9,0,0,30,11,2,4,9,3,4,0,38
33788,22,267945.0,10,0,0,16,15,2,4,11,3,4,0,38
33789,43,131899.0,13,0,0,40,9,2,2,3,0,4,1,38
33790,36,192614.0,9,0,0,56,11,2,0,6,1,4,1,38
33791,36,186808.0,13,0,0,40,9,2,2,2,3,4,1,38
33792,50,44116.0,9,0,0,40,11,2,0,2,4,4,0,38
33793,27,46442.0,13,0,0,35,9,0,4,10,1,4,0,38
33794,46,78022.0,9,0,0,40,11,0,2,0,0,4,1,38
33795,24,417668.0,13,0,0,20,9,2,4,9,3,4,1,38
33796,41,223763.0,9,0,0,40,11,2,0,2,1,4,1,38
33797,68,223851.0,9,0,0,24,11,2,2,0,0,4,1,38
33798,38,115634.0,10,0,0,40,15,1,2,3,0,4,1,38
33799,47,114459.0,9,0,0,40,11,2,2,11,0,4,1,38
33800,41,197093.0,10,0,0,20,15,2,4,7,1,2,1,38
33801,31,357145.0,16,0,0,48,10,4,4,9,3,4,0,38
33802,29,59231.0,10,0,0,42,15,2,2,2,0,4,1,38
33803,26,292303.0,9,0,0,40,11,2,4,5,3,4,0,38
33804,51,122288.0,10,0,0,36,15,2,6,6,4,4,0,38
33805,26,52322.0,13,0,0,60,9,0,4,12,1,3,1,38
33806,27,105830.0,13,0,0,60,9,1,4,9,1,4,0,38
33807,36,107125.0,9,0,0,50,11,2,2,12,0,4,1,38
33808,28,281860.0,13,0,0,40,9,0,4,9,1,4,0,38
33809,53,283320.0,13,0,0,40,9,2,0,12,1,4,0,38
33810,40,26598.0,13,0,0,40,9,5,0,9,1,4,1,38
33811,38,220783.0,9,0,0,20,11,2,0,7,1,4,0,38
33813,53,208302.0,6,0,0,34,0,2,2,7,0,4,1,38
33814,34,172664.0,9,0,0,40,11,1,2,2,0,4,1,38
33815,43,54611.0,9,0,0,60,11,2,0,13,1,4,1,38
33816,64,631947.0,6,0,0,40,0,2,2,0,0,4,1,38
33817,21,394484.0,10,0,0,40,15,2,4,0,3,4,0,38
33819,38,37683.0,15,99999,0,57,14,0,4,9,1,1,0,1
33820,47,193012.0,14,0,0,50,12,1,0,10,1,2,1,38
33821,48,143098.0,16,0,1902,40,10,2,2,9,0,1,1,2
33822,57,84888.0,9,0,0,50,11,2,2,13,0,4,1,38
33823,37,188503.0,13,0,0,35,9,2,4,0,1,4,0,38
33824,37,337778.0,7,0,0,40,1,2,0,4,1,4,1,38
33825,51,94432.0,9,0,0,55,11,4,2,4,0,4,1,38
33826,32,168906.0,12,0,0,40,7,2,4,0,1,4,0,38
33827,49,116143.0,9,0,0,40,11,2,2,6,0,4,1,38
33828,52,128272.0,9,0,0,14,11,2,2,11,0,4,1,38
33829,64,301383.0,12,9386,0,45,7,0,2,3,0,4,1,38
33830,46,174995.0,9,0,0,45,11,2,0,0,4,4,0,38
33831,24,289909.0,10,0,0,40,15,5,2,9,0,4,1,38
33832,39,154641.0,13,0,0,45,9,2,2,3,0,4,1,38
33833,23,209034.0,9,3942,0,40,11,2,2,6,5,4,0,38
33834,30,203488.0,10,0,0,44,15,2,4,2,1,4,1,38
33835,34,141118.0,14,0,0,60,12,2,0,9,3,4,0,38
33836,30,169589.0,10,0,0,40,15,2,2,0,0,4,1,38
33837,25,137645.0,13,0,0,40,9,2,4,11,1,2,0,38
33838,58,489085.00000000006,13,0,0,40,9,1,2,9,0,2,1,38
33839,32,36302.0,10,0,0,50,15,2,2,0,0,4,1,38
33840,37,253420.0,9,0,0,25,11,2,5,7,4,2,0,38
33841,35,269300.0,9,0,0,40,11,2,5,7,1,2,0,38
33842,18,282609.0,3,0,0,30,4,2,4,5,2,4,1,15
33843,46,346978.0,13,0,0,40,9,2,0,9,4,4,0,38
33844,71,182395.0,13,11678,0,45,9,2,4,2,1,4,1,38
33845,44,205051.0,6,0,0,40,0,2,0,0,4,4,0,38
33846,45,128736.0,6,0,0,40,0,2,0,11,1,4,0,38
33847,40,236110.0,8,0,0,40,2,2,2,9,0,4,1,4
33848,38,312271.0,13,0,0,50,9,2,2,9,0,4,1,38
33849,52,126978.0,9,0,0,40,11,2,2,6,5,1,0,2
33850,47,204692.00000000003,9,0,0,40,11,2,2,2,0,4,1,38
33851,49,195956.0,13,0,0,35,9,2,0,12,4,4,0,38
33852,59,202682.0,9,0,0,40,11,5,2,11,0,4,1,38
33853,22,231911.99999999997,11,0,0,37,8,2,4,0,3,4,0,38
33854,44,24982.0,10,0,0,40,15,1,2,3,0,4,1,38
33855,76,278938.0,13,0,0,20,9,2,6,9,1,4,0,38
33856,50,36489.0,6,0,0,40,0,1,4,7,1,4,1,38
33857,33,154874.0,10,0,0,40,15,1,2,10,0,4,1,38
33858,43,74581.0,9,0,0,48,11,2,2,2,0,4,1,38
33859,27,311446.0,9,5178,0,40,11,2,2,0,5,4,0,38
33860,37,162164.0,9,0,0,40,11,3,2,2,0,4,1,38
33861,40,239707.99999999997,7,0,0,55,1,2,2,13,0,4,1,38
33862,49,162856.0,10,0,0,40,15,4,0,3,1,0,0,38
33863,48,85109.0,10,0,0,45,15,3,4,2,1,4,1,38
33864,49,169042.0,9,0,625,40,11,2,5,9,4,4,0,32
33865,22,436798.0,10,0,0,40,15,2,2,12,0,4,1,38
33866,42,345363.0,9,0,0,40,11,2,0,3,1,4,0,8
33867,36,49837.0,10,0,0,40,15,2,0,9,1,4,0,38
33869,30,180283.0,9,0,0,40,11,5,4,7,1,2,0,38
33870,40,95639.0,9,0,0,40,11,1,4,2,2,0,1,38
33871,42,33155.0,9,0,0,45,11,2,2,6,0,4,1,38
33872,56,329059.0,9,0,0,40,11,2,2,6,0,4,1,21
33873,55,24694.0,10,0,0,40,15,2,0,9,1,4,0,38
33874,25,443855.0,9,0,0,40,11,2,2,7,0,4,1,25
33876,33,301867.0,10,0,0,35,15,2,4,0,4,1,0,38
33877,55,226875.0,9,4064,0,40,11,2,2,11,0,4,1,38
33878,47,362835.0,13,0,0,60,9,2,2,11,0,4,1,38
33879,23,180339.0,12,0,0,65,7,2,4,11,3,4,0,38
33880,55,207489.00000000003,13,0,0,50,9,3,0,11,1,4,0,10
33881,43,336643.0,9,0,0,50,11,2,4,3,1,4,0,38
33882,31,143653.0,11,0,0,50,8,2,2,11,0,4,1,38
33883,62,101475.0,12,0,0,40,7,5,6,9,1,4,0,38
33884,42,263871.0,9,0,0,8,11,1,2,0,0,4,1,38
33885,38,77820.0,9,0,0,40,11,4,2,2,0,4,1,38
33886,29,95465.0,9,0,0,42,11,2,4,12,1,4,1,38
33887,26,257910.00000000003,10,0,0,60,15,2,4,7,1,4,1,38
33888,26,244372.0,9,0,0,52,11,2,2,0,5,4,0,38
33889,37,126738.0,9,0,0,72,11,4,2,4,0,4,1,38
33890,79,97082.0,8,18481,0,45,2,3,6,11,1,4,1,38
33891,61,133164.0,4,0,0,48,5,2,4,7,1,4,1,38
33892,28,104617.0,4,0,0,99,5,4,4,7,2,4,0,25
33893,60,105339.0,13,7298,0,60,9,3,2,3,0,4,1,38
33894,51,258735.00000000003,9,0,0,81,11,3,0,10,1,4,1,38
33895,34,182926.0,9,0,0,43,11,2,2,2,0,4,1,38
33896,35,166193.0,9,0,0,40,11,2,0,6,3,4,1,38
33897,27,206124.99999999997,6,0,0,60,0,1,2,2,0,4,1,38
33898,44,346594.0,9,0,0,40,11,2,0,7,4,4,0,38
33899,25,108301.0,9,0,0,20,11,2,5,7,4,4,0,38
33900,32,73498.0,4,0,0,40,5,2,0,7,4,4,0,38
33901,36,129150.0,10,0,0,20,15,2,2,9,0,4,1,38
33902,27,181280.0,14,0,0,30,12,2,4,5,4,4,1,38
33903,40,146908.0,16,0,0,60,10,2,2,9,0,4,1,38
33905,25,164488.0,13,0,0,40,9,2,4,12,1,4,1,38
33906,41,307468.0,9,0,0,50,11,2,2,13,0,4,1,38
33907,30,93884.0,13,0,0,45,9,2,2,9,0,4,1,38
33908,26,279833.0,13,0,2258,45,9,2,4,3,1,4,1,38
33909,52,137658.0,7,0,0,40,1,2,2,6,0,3,1,5
33910,32,101562.0,13,0,0,45,9,2,4,9,1,4,0,38
33911,33,136331.0,9,0,0,40,11,2,2,5,0,4,1,38
33912,35,259846.0,9,0,0,55,11,2,2,2,0,4,1,38
33913,48,98719.0,9,0,0,44,11,2,6,7,1,4,0,38
33914,62,168682.0,4,0,0,5,5,4,2,11,0,4,1,38
33915,40,198953.0,12,0,0,2,7,4,4,9,3,2,0,38
33917,28,173673.0,3,0,0,40,4,2,4,7,1,4,0,25
33918,23,67958.0,10,0,0,30,15,2,4,7,1,4,0,38
33919,50,98980.0,13,7298,0,40,9,0,2,3,0,4,1,38
33920,51,94174.0,10,0,0,35,15,5,0,0,4,4,0,38
33921,63,122442.0,10,0,0,48,15,4,2,7,0,4,1,38
33922,63,154675.0,9,0,0,40,11,0,6,3,1,4,0,38
33923,40,116631.99999999999,9,0,0,60,11,2,0,11,1,4,1,38
33926,40,169031.0,9,0,0,40,11,2,4,4,1,4,1,38
33927,41,237452.0,13,0,0,15,9,2,2,9,5,4,0,4
33930,20,126822.0,10,0,0,15,15,5,4,9,3,4,0,38
33931,28,51461.0,13,0,1887,40,9,2,2,0,0,4,1,38
33932,35,54953.0,9,0,0,40,11,2,2,2,0,4,1,38
33933,31,222654.0,13,0,0,40,9,2,2,3,0,4,1,38
33934,34,37676.0,13,0,0,50,9,2,2,11,0,4,1,38
33935,57,159319.0,14,0,0,50,12,2,2,3,0,4,1,38
33936,28,125321.0,9,0,0,40,11,2,4,6,1,4,0,38
33937,38,209609.0,10,0,0,40,15,2,2,12,0,4,1,38
33938,37,224947.0,11,0,0,40,8,2,4,7,1,4,1,38
