,age,fnlwgt,educational-num,capital-gain,hours-per-week,education_cat,workclass_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,gender_cat,native-country_cat
34622,57,273245.0,3,0,35,4,2,4,6,2,4,0,91
34623,27,508049.99999999994,9,0,38,11,2,4,0,2,4,1,146
34624,60,278423.0,8,0,38,2,2,4,10,1,4,1,91
34625,46,387565.0,11,0,40,8,2,2,2,0,4,1,146
34626,19,331873.0,9,0,40,11,2,4,8,3,4,1,146
34627,25,508049.99999999994,10,0,40,15,2,4,0,4,4,1,146
34628,20,390850.0,10,0,20,15,2,4,9,2,4,0,146
34629,51,461713.0,11,0,50,8,3,2,4,5,4,0,18
34630,53,285607.0,13,0,50,9,4,2,4,5,1,0,46
34631,29,269489.0,11,0,40,8,2,5,8,2,1,1,127
34632,41,529125.0,15,0,40,14,4,4,2,1,4,1,146
34633,56,412145.0,9,0,48,11,2,4,0,3,4,0,146
34634,29,429256.0,9,0,40,11,2,2,9,0,4,1,146
34636,47,375644.0,10,0,40,15,2,0,0,1,1,1,109
34637,68,396375.0,11,0,40,8,2,2,8,0,4,1,60
34638,29,398414.0,14,0,40,12,2,4,0,3,4,1,33
34639,30,335306.0,13,0,20,9,3,4,0,1,4,0,146
34640,27,406200.0,10,0,40,15,1,4,6,2,4,1,146
34641,43,513855.0,13,0,40,9,2,4,4,3,4,1,146
34642,23,369203.0,9,0,4,11,2,4,6,3,4,1,146
34643,47,508200.0,9,0,40,11,4,5,10,1,4,1,146
34644,43,529125.0,9,0,25,11,2,2,7,0,4,1,91
34645,38,509711.0,6,0,25,0,2,4,7,3,4,1,91
34646,57,422196.0,13,0,37,9,2,0,9,4,2,0,146
34648,41,513855.0,13,0,40,9,2,2,9,0,4,1,146
34649,51,397925.0,14,0,40,12,2,6,8,4,2,0,146
34650,23,622124.0,11,0,20,8,2,4,8,3,2,0,146
34651,28,554499.0,10,0,48,15,1,4,6,4,4,0,146
34652,34,473324.99999999994,13,0,50,9,2,4,8,1,4,0,146
34653,45,306373.0,3,0,40,4,2,4,7,4,4,0,91
34654,59,415600.0,10,0,60,15,2,2,10,5,4,0,146
34655,37,320004.0,13,0,40,9,2,4,9,1,4,1,146
34656,35,339462.0,13,0,40,9,2,4,6,1,4,0,146
34657,46,471124.0,13,0,30,9,3,4,4,1,4,0,146
34658,55,610031.0,12,0,40,7,2,0,0,1,2,1,146
34659,63,414980.0,13,10000,50,9,2,4,4,1,1,0,146
34660,45,319706.0,4,0,40,5,2,2,2,0,4,1,146
34661,48,401287.0,14,0,50,12,3,5,8,4,4,1,113
34662,67,364541.0,13,0,25,9,4,2,8,0,4,1,146
34663,31,531281.0,10,0,40,15,1,2,0,0,4,1,146
34664,41,319706.0,5,0,40,6,2,2,10,0,4,1,60
34665,19,331873.0,10,0,20,15,2,4,10,3,4,1,60
34666,38,473115.0,13,0,55,9,2,4,6,4,1,0,146
34667,41,346477.0,12,0,25,7,2,2,2,0,4,1,146
34669,57,431101.0,6,0,40,0,2,5,6,2,4,0,91
34670,78,286531.0,10,0,2,15,2,3,6,4,4,0,91
34671,46,402021.0,13,0,40,9,2,4,10,3,4,1,146
34672,45,402021.0,9,0,40,11,4,4,9,3,4,1,146
34673,53,461922.0,12,0,30,7,2,4,0,3,4,0,146
34674,59,388396.0,9,0,32,11,2,6,9,1,4,0,146
34675,47,402021.0,5,0,50,6,4,2,6,0,4,1,91
34676,62,353956.0,13,4000,20,9,1,2,4,0,4,1,146
34677,53,477862.99999999994,15,0,55,14,5,2,8,0,4,1,146
34678,21,534214.0,10,0,45,15,3,4,8,4,3,1,146
34679,26,460864.00000000006,13,0,80,9,3,4,9,2,3,0,146
34680,35,355586.0,9,0,40,11,2,4,9,3,4,1,13
34681,65,450008.0,4,0,10,5,3,2,0,5,4,0,91
34682,27,413274.0,13,0,40,9,3,4,4,3,4,1,146
34683,43,339926.0,14,0,40,12,2,2,8,5,4,0,146
34684,51,421107.0,13,0,40,9,2,4,0,1,4,1,146
34685,54,374939.0,14,0,40,12,2,2,8,0,1,1,67
34686,40,402631.0,6,0,32,0,2,4,10,4,4,0,146
34687,42,402631.0,9,0,45,11,4,5,6,4,4,0,91
34689,56,413318.0,16,0,40,10,5,2,8,0,4,1,145
34692,38,386141.0,10,0,40,15,2,2,9,5,4,0,146
34694,50,569519.0,16,0,50,10,2,0,8,1,4,0,91
34695,50,478248.0,9,0,40,11,4,4,8,1,4,1,146
34696,35,509603.00000000006,14,0,40,12,2,4,0,1,4,0,146
34697,42,558490.0,14,0,40,12,5,4,8,1,1,0,146
34698,49,472665.00000000006,12,0,40,7,2,2,9,0,1,1,32
34699,40,301917.0,14,0,40,12,3,2,4,0,1,1,133
34700,47,821179.0,12,0,35,7,5,4,10,1,2,1,146
34701,33,379239.0,4,0,10,5,5,4,6,3,4,1,9
34702,36,381660.0,13,0,60,9,2,4,4,1,4,1,146
34703,32,476811.0,13,0,40,9,2,4,4,1,4,0,146
34704,37,381660.0,16,0,40,10,5,4,6,4,4,1,69
34705,38,585338.0,13,0,40,9,2,2,6,0,3,1,146
34706,76,311880.0,2,0,15,3,2,2,6,0,4,1,91
34707,50,337818.0,9,0,40,11,2,5,2,3,4,1,91
34708,20,417475.0,9,0,40,11,2,4,9,2,4,0,146
34709,31,398129.0,14,0,40,12,2,4,8,1,4,1,146
34710,30,536963.0,13,0,70,9,2,4,4,1,3,0,146
34711,34,358229.0,13,0,36,9,2,2,8,5,4,0,146
34712,24,463897.0,13,450,50,9,2,4,4,1,4,1,146
34713,25,447154.0,13,0,40,9,2,4,4,1,4,1,146
34714,62,350713.0,14,0,40,12,1,4,4,1,2,0,146
34715,28,436099.0,13,0,25,9,2,4,9,1,4,1,146
34717,65,300194.0,10,0,50,15,2,0,8,1,4,1,146
34718,44,472741.99999999994,11,0,40,8,1,4,4,4,2,0,146
34719,46,394535.0,13,0,40,9,2,4,4,1,4,0,146
34720,43,337906.0,14,0,30,12,4,5,8,4,4,0,9
34721,26,534063.0,14,0,48,12,3,4,8,1,1,0,146
34722,55,326912.0,16,200,40,10,1,2,8,0,4,1,146
34723,33,382362.0,13,0,40,9,1,4,8,3,4,0,146
34724,29,538497.0,13,0,40,9,2,4,4,3,4,0,146
34725,46,336420.0,14,0,40,12,2,4,8,1,4,1,146
34726,36,329802.0,13,5000,45,9,2,2,4,0,4,1,146
34727,48,297709.0,13,1500,40,9,2,2,8,5,4,0,146
34729,45,413212.0,14,0,40,12,2,4,8,1,4,1,145
34730,35,398482.0,10,0,40,15,1,2,6,5,4,0,146
34731,46,242130.0,9,0,40,11,2,6,4,3,1,0,109
34732,68,435947.0,14,0,17,12,4,0,8,1,4,0,146
34733,29,443425.99999999994,9,0,30,11,2,2,6,5,4,0,146
34734,41,486790.0,13,0,40,9,2,4,8,1,2,0,75
34735,55,446040.0,1,0,50,13,2,6,2,2,4,1,91
34736,22,434311.0,10,0,15,15,2,4,6,2,4,1,146
34737,55,366804.0,13,0,25,9,2,2,9,3,4,1,146
34738,54,439058.0,9,0,60,11,2,0,4,4,4,0,146
34739,25,393836.0,13,0,40,9,2,4,4,3,4,0,146
34740,61,374163.0,14,0,20,12,2,0,8,1,4,1,146
34741,62,320093.0,13,0,40,9,5,2,6,0,4,1,9
34743,38,386956.0,3,0,40,4,4,2,2,0,4,1,64
34744,51,309410.0,8,0,40,2,2,3,10,4,4,0,91
34745,24,341257.0,10,0,40,15,2,4,10,3,4,1,146
34746,20,341257.0,10,0,20,15,1,4,6,3,4,1,146
34747,55,386958.0,13,0,40,9,3,2,4,0,4,1,146
34748,42,295924.0,14,0,10,12,4,2,4,5,1,0,146
34749,55,410540.0,13,0,40,9,5,2,4,0,4,1,91
34750,26,538497.0,13,0,52,9,2,4,9,3,4,0,146
34751,47,480556.0,13,0,40,9,2,4,6,4,4,0,91
34752,19,452877.0,10,0,16,15,2,4,9,3,4,1,146
34753,40,398482.0,9,0,40,11,2,2,8,2,4,0,146
34754,68,384936.0,10,0,40,15,2,2,7,0,4,1,91
34755,23,341257.0,9,0,40,11,2,4,0,2,4,1,146
34756,56,408002.0,9,0,40,11,2,2,6,5,1,0,125
34757,55,389694.0,13,0,40,9,2,2,6,0,1,1,76
34758,54,313020.0,13,0,40,9,2,2,9,0,4,1,146
34759,28,340043.0,15,0,40,14,2,5,4,3,4,0,114
34760,54,383666.0,3,0,35,4,5,4,6,4,1,0,32
34761,26,269489.0,13,0,40,9,2,4,0,3,1,1,32
34762,63,281048.0,10,0,50,15,3,2,4,0,4,1,146
34763,53,394250.0,13,0,65,9,2,0,9,1,4,1,146
34765,20,406166.0,12,0,11,7,2,4,0,3,4,0,91
34766,41,426504.0,3,0,40,4,2,4,9,4,4,0,91
34767,61,380263.0,1,0,40,13,2,0,7,1,1,0,150
34768,29,328853.0,13,0,15,9,2,4,9,1,1,0,32
34769,44,295924.0,13,0,24,9,2,3,6,1,1,0,32
34770,35,462772.00000000006,13,0,30,9,2,3,6,1,1,0,32
34771,50,295464.0,9,0,30,11,2,2,7,5,4,0,132
34772,56,385557.0,15,0,40,14,2,4,4,1,4,0,146
34773,28,386917.0,9,0,40,11,2,2,2,0,4,1,146
34774,58,412170.0,10,0,40,15,2,2,0,5,4,0,91
34776,55,389694.0,9,0,40,11,2,0,10,1,1,1,125
34777,48,499570.00000000006,9,0,40,11,2,2,6,5,4,0,45
34778,58,377704.0,13,0,35,9,2,4,7,1,4,1,146
34779,54,549041.0,3,0,30,4,2,2,7,5,4,0,91
34780,65,293145.0,9,0,12,11,4,4,3,4,4,1,60
34782,42,316355.0,10,0,40,15,2,0,0,3,4,0,146
34783,37,310770.0,13,0,40,9,2,4,9,1,4,1,146
34784,51,322322.0,10,0,60,15,3,0,4,4,4,1,146
34785,29,429256.0,9,0,40,11,2,2,7,0,4,1,146
34786,34,383744.0,14,0,50,12,4,5,8,1,4,1,146
34787,34,531281.0,14,0,40,12,2,2,4,0,4,1,146
34788,27,418270.0,13,0,15,9,4,4,8,1,4,1,146
34789,49,493534.0,10,0,36,15,2,0,2,1,4,1,91
34790,56,458858.0,6,0,40,0,2,0,10,4,4,0,91
34791,34,382362.0,9,0,40,11,2,4,7,1,4,0,146
34792,28,438356.0,4,0,40,5,2,4,3,1,1,1,146
34793,30,397265.0,9,0,40,11,2,4,0,1,4,0,146
34794,61,351369.0,14,0,30,12,5,0,8,1,4,1,69
34795,36,448350.0,9,0,40,11,4,3,2,4,4,1,91
34796,37,448350.0,9,0,40,11,4,4,2,2,4,1,91
34797,39,378871.0,13,0,40,9,4,4,10,3,4,1,69
34798,31,355294.0,13,0,40,9,2,4,4,4,1,1,80
34799,56,268615.0,10,0,40,15,4,2,4,2,1,1,80
34800,39,342800.0,13,0,40,9,4,4,4,1,4,1,123
34801,46,599345.0,10,0,35,15,2,4,6,4,3,0,45
34802,26,518216.0,13,0,35,9,2,4,8,3,3,1,146
34804,37,410323.0,6,0,40,0,2,4,6,4,4,0,146
34805,63,443712.0,8,0,30,2,2,2,6,0,4,1,45
34806,57,571078.0,13,0,56,9,1,4,6,4,2,0,146
34807,28,1279677.0,13,0,40,9,1,4,8,3,2,1,146
34808,28,1279677.0,13,0,40,9,2,4,0,3,2,1,146
34809,35,737708.0,11,0,40,8,2,4,6,1,2,0,146
34810,25,340043.0,13,0,42,9,3,4,0,1,4,0,146
34811,32,350438.0,15,0,40,14,2,4,8,1,1,0,146
34812,27,443425.99999999994,10,0,20,15,4,4,6,1,4,0,146
34813,24,404831.0,9,0,40,11,2,4,3,3,4,1,91
34814,20,404831.0,10,0,40,15,2,4,2,3,4,1,146
34815,30,412082.0,9,0,20,11,2,4,6,3,4,0,91
34816,37,328031.0,13,0,40,9,2,2,4,5,4,0,146
34817,26,533858.0,9,0,40,11,2,4,10,1,4,1,146
34818,58,440221.0,10,0,40,15,2,2,0,5,4,0,146
34819,55,423446.0,10,0,40,15,2,2,8,0,4,1,146
34820,26,433871.0,13,0,40,9,2,4,8,3,4,1,146
34821,67,389374.0,13,0,50,9,2,2,7,0,4,1,69
34822,26,420664.0,13,0,20,9,2,4,10,3,4,0,146
34823,57,399938.0,13,5000,32,9,2,2,8,5,4,0,146
34825,43,346883.0,13,0,40,9,2,2,4,0,4,1,146
34826,77,380415.0,14,0,20,12,2,2,4,5,4,0,146
34827,33,551097.0,9,0,40,11,2,2,6,0,4,1,91
34828,51,553084.0,9,0,50,11,1,2,10,5,4,0,146
34829,54,383359.0,5,0,28,6,2,2,6,0,4,1,91
34830,57,476424.99999999994,9,0,40,11,2,0,6,4,4,1,146
34831,24,682863.0,13,0,40,9,2,4,4,1,4,0,146
34833,26,549722.0,13,0,40,9,2,4,8,1,4,1,146
34834,24,699562.0,13,0,40,9,2,4,4,1,4,0,146
34835,48,428624.0,10,0,40,15,2,2,8,0,4,1,2
34836,47,503249.0,3,0,40,4,4,2,6,5,4,0,91
34837,65,373528.0,16,0,40,10,2,2,4,0,4,1,146
34838,39,331940.0,13,0,40,9,2,2,8,0,4,1,29
34839,32,360225.0,15,0,40,14,2,4,8,1,4,1,146
34840,45,577141.0,9,0,40,11,2,2,10,0,4,1,91
34841,58,427543.0,9,0,40,11,2,4,10,4,4,0,60
34842,44,493361.0,6,0,40,0,2,2,2,0,4,1,45
34843,55,413318.0,11,0,40,8,2,2,4,0,4,1,146
34844,47,527155.0,13,0,45,9,4,4,8,1,4,1,33
34845,62,393062.0,14,0,40,12,2,4,8,1,4,0,146
34846,52,715615.0,12,2500,40,7,2,4,0,1,2,1,146
34847,65,362749.0,11,0,40,8,2,4,8,1,4,1,146
34848,47,249325.00000000003,13,0,40,9,2,0,4,4,1,0,80
34849,58,350713.0,9,0,40,11,2,4,0,1,2,0,146
34850,34,477065.0,9,0,40,11,2,4,2,1,4,1,91
34851,34,360851.0,10,0,40,15,2,4,8,3,1,0,146
34852,30,287889.0,10,0,40,15,2,4,0,1,1,1,146
34853,37,331940.0,13,0,40,9,2,2,8,0,4,1,146
34854,28,363208.0,8,0,50,2,4,6,4,1,4,0,146
34855,37,386141.0,10,0,40,15,1,4,9,4,4,0,146
34856,51,337818.0,9,0,40,11,2,2,7,0,4,1,91
34857,21,377689.0,9,0,35,11,2,4,2,3,4,1,146
34858,27,436099.0,9,0,40,11,2,2,8,0,4,1,146
34859,50,357075.0,13,0,46,9,2,4,8,1,4,0,146
34860,34,347812.0,14,0,40,12,2,4,4,1,4,0,146
34861,36,376831.0,14,0,40,12,2,4,8,1,4,0,146
34862,33,410341.0,9,0,40,11,2,2,0,0,4,1,91
34863,38,375809.0,14,0,40,12,5,0,4,4,4,0,146
34864,62,432577.0,3,0,40,4,0,2,0,0,4,1,43
34865,56,283436.0,9,0,40,11,2,6,9,1,4,0,91
34866,28,460864.00000000006,13,0,40,9,2,4,8,1,3,0,146
34867,29,398435.0,14,0,40,12,1,2,8,5,1,0,146
34868,61,269010.0,16,0,60,10,2,2,4,5,4,0,146
34869,42,319706.0,10,0,45,15,2,2,9,0,4,1,100
34870,24,353601.0,10,0,45,15,2,4,8,1,4,1,146
34872,47,431398.0,10,0,40,15,2,2,4,0,4,1,91
34873,33,383744.0,16,0,52,10,0,4,8,1,4,1,146
34874,33,493447.0,13,0,60,9,2,4,0,1,3,1,109
34875,58,336627.0,9,0,49,11,2,4,8,1,4,1,146
34876,31,347272.0,13,0,40,9,2,4,8,1,4,1,146
34877,30,345348.0,13,0,40,9,2,4,8,1,4,0,146
34878,29,398414.0,9,0,45,11,4,4,6,4,4,1,146
34879,60,385282.0,9,0,50,11,4,2,10,2,4,1,113
34880,51,344236.0,14,0,52,12,1,2,8,5,4,0,146
34882,57,762102.0,11,0,40,8,2,2,8,0,1,1,146
34883,40,312765.0,14,0,20,12,2,0,6,1,4,0,146
34884,29,350148.0,13,19,50,9,2,4,4,1,4,0,146
34885,33,277538.0,15,0,50,14,2,4,8,1,1,1,146
34886,40,345161.0,13,10000,40,9,2,4,8,4,4,1,146
34887,23,402464.0,9,0,40,11,2,4,6,1,4,0,146
34888,57,348149.0,13,0,40,9,2,0,4,1,2,0,146
34889,67,365920.0,3,0,40,4,4,0,4,1,2,0,146
34890,62,348149.0,10,0,40,15,4,3,4,1,2,0,146
34891,19,452877.0,9,0,3,11,2,4,8,3,4,1,146
34892,32,345348.0,13,0,40,9,2,4,4,1,4,0,146
34893,31,345348.0,13,0,40,9,2,4,6,1,4,0,146
34895,23,507578.0,8,0,8,2,4,4,4,1,4,1,146
34896,29,521102.0,10,0,40,15,2,4,4,1,4,0,146
34897,34,365603.0,10,0,40,15,2,2,4,0,4,1,69
34898,53,461713.0,13,0,40,9,1,2,6,5,4,0,69
34899,24,459817.99999999994,13,0,40,9,4,4,9,3,4,1,146
34900,57,387054.0,14,0,40,12,2,0,8,1,4,0,143
34901,30,515949.00000000006,11,0,45,8,2,4,3,1,4,1,146
34902,54,325671.0,3,0,40,4,2,2,2,0,4,1,60
34903,36,375809.0,9,0,40,11,2,5,6,3,4,0,146
34904,26,377830.0,9,0,40,11,2,5,6,3,4,0,146
34905,75,291090.0,13,0,20,9,3,2,4,5,4,0,146
34906,19,453925.00000000006,9,0,40,11,2,4,2,2,4,1,146
34907,24,363208.0,12,0,40,7,2,4,8,3,4,0,146
34908,56,411226.0,13,0,40,9,4,0,8,4,4,1,146
34909,19,482053.0,10,0,20,15,2,4,6,3,4,0,146
34910,58,411226.0,15,0,10,14,4,0,10,2,4,1,146
34911,44,330116.0,14,0,40,12,1,2,8,5,4,0,146
34912,42,407329.0,7,0,40,1,2,2,0,0,4,1,91
34913,47,518203.0,7,0,40,1,2,3,4,4,4,0,45
34914,31,408409.0,10,0,40,15,2,4,8,3,4,0,146
34915,34,358229.0,13,0,40,9,2,2,4,5,4,0,114
34916,58,653344.0,14,0,40,12,2,2,8,0,1,1,146
34917,47,399362.0,13,0,20,9,4,6,6,1,4,0,33
34918,26,524939.0,13,0,20,9,2,4,8,4,4,0,146
34919,46,484094.0,12,0,20,7,2,2,9,2,4,0,146
34920,47,414460.0,14,10000,50,12,2,2,4,0,4,1,146
34921,44,399229.0,9,0,40,11,2,4,0,4,4,0,45
34922,39,413344.0,13,0,40,9,0,2,6,5,4,0,146
34923,18,368614.0,10,0,25,15,2,4,0,3,4,1,146
34924,32,474370.0,9,0,40,11,2,2,8,0,4,1,146
34925,62,435763.0,8,0,40,2,2,2,7,2,4,1,146
34926,25,579472.0,9,0,40,11,2,4,6,2,4,0,114
34927,26,433871.0,9,0,34,11,2,4,6,1,4,1,146
34928,42,274161.0,13,0,40,9,5,0,8,4,4,0,91
34929,38,345324.0,13,0,40,9,2,4,9,1,4,1,146
34930,59,365495.0,13,0,25,9,4,2,6,5,1,0,125
34931,51,514124.00000000006,14,0,40,12,2,0,8,1,1,1,91
34932,35,347474.0,14,0,40,12,2,0,8,1,1,0,32
34933,55,328069.0,10,0,40,15,2,2,3,0,4,1,91
34934,37,460745.00000000006,14,300,40,12,2,5,4,4,1,0,146
34935,58,361134.0,10,0,40,15,2,0,6,1,2,0,49
34936,55,423219.0,13,25000,40,9,2,4,4,1,1,0,109
34937,68,453723.00000000006,4,0,20,5,2,2,6,5,4,0,91
34938,24,346479.0,13,0,40,9,2,4,8,1,1,0,146
34939,26,447154.0,13,0,40,9,2,4,6,1,4,1,76
34940,42,356773.0,13,0,40,9,2,4,4,1,4,1,146
34941,28,447154.0,13,0,40,9,2,4,6,1,4,1,146
34942,47,486710.0,13,5000,40,9,1,0,8,1,1,1,109
34943,44,411093.0,9,0,40,11,2,5,6,4,4,0,91
34944,24,421315.0,12,0,35,7,2,4,0,3,4,0,146
34945,41,407329.0,3,0,5,4,4,4,6,1,4,1,91
34946,38,388029.0,12,0,40,7,2,4,8,1,4,0,146
34947,35,1037335.0,13,0,50,9,2,2,4,0,2,1,118
34948,42,656864.0,9,0,40,11,2,4,10,3,2,1,146
34949,22,421315.0,11,0,50,8,2,4,8,1,4,0,146
34950,66,353936.0,13,0,40,9,3,2,4,0,4,1,146
34951,39,325313.0,14,0,60,12,0,2,0,5,1,0,67
34952,45,573451.0,10,0,40,15,4,3,10,4,3,1,146
34953,18,417540.0,10,0,20,15,2,4,6,2,3,1,146
34954,70,316160.0,3,0,33,4,2,2,5,0,4,1,91
34955,45,413967.0,9,0,40,11,2,4,0,3,4,1,146
34956,30,491240.99999999994,9,0,25,11,2,4,10,3,4,1,146
34957,26,454706.0,9,0,40,11,2,2,8,0,1,1,67
34958,42,693479.0,10,0,50,15,0,0,4,4,3,0,146
34960,26,418270.0,14,0,50,12,2,4,4,3,4,1,146
34961,23,459817.99999999994,13,0,15,9,2,4,8,3,4,1,146
34962,30,318963.0,6,0,40,0,2,4,6,4,4,0,91
34963,38,416805.0,5,0,40,6,2,4,7,1,4,1,91
34964,31,430207.0,9,0,42,11,2,0,9,4,1,0,146
34966,47,326138.0,10,1000,40,15,2,3,8,2,1,1,82
34967,27,538497.0,4,0,40,5,2,2,5,5,4,0,45
34968,39,329802.0,9,0,15,11,2,4,10,3,4,1,146
34969,27,340043.0,14,0,40,12,2,4,4,3,4,0,146
34970,59,400275.0,13,0,40,9,5,2,8,5,4,0,146
34971,32,422534.0,9,0,40,11,2,2,2,0,4,1,91
34972,22,394445.0,13,0,20,9,5,4,0,4,4,0,91
34973,56,410540.0,9,0,40,11,2,2,8,2,4,1,91
34974,65,440250.0,14,0,35,12,2,2,6,0,4,1,146
34975,22,639312.0,10,0,20,15,2,4,10,3,4,0,146
34976,41,345161.0,12,0,40,7,2,4,8,1,4,1,146
34977,42,450635.0,9,0,20,11,1,4,0,1,4,0,146
34978,59,277063.0,4,0,50,5,2,2,7,2,4,1,91
34979,32,318963.0,9,0,40,11,2,4,6,2,4,0,146
34980,22,353601.0,9,0,40,11,2,4,2,1,4,1,45
34981,32,422534.0,9,0,40,11,2,5,0,3,4,1,146
34982,40,513855.0,9,0,40,11,5,4,6,2,4,1,146
34983,44,325756.0,13,0,65,9,2,2,4,5,4,0,146
34984,51,549041.0,4,0,40,5,2,2,6,5,4,0,45
34985,57,459295.0,3,0,40,4,2,4,8,2,4,1,45
34986,30,531281.0,7,0,40,1,2,4,2,2,4,1,45
34987,28,529956.0,9,0,40,11,2,4,7,2,4,1,91
34988,27,529956.0,7,0,40,1,2,4,2,2,4,1,45
34989,51,318605.0,10,0,40,15,2,5,9,4,4,0,91
34990,26,554499.0,11,0,30,8,2,4,0,3,4,0,146
34991,55,398457.0,9,0,50,11,2,0,4,1,4,1,146
34992,59,377704.0,10,0,40,15,2,4,0,1,4,1,146
34993,64,424962.0,4,0,20,5,1,3,6,1,4,0,45
34994,44,291061.0,10,0,50,15,2,0,10,4,1,1,146
34995,42,538408.0,10,0,35,15,2,0,0,1,1,0,146
34996,35,375809.0,7,0,38,1,2,4,6,4,4,0,91
34997,40,329206.0,6,0,37,0,2,0,9,1,4,1,91
34998,41,461896.0,14,0,30,12,4,4,8,4,4,1,146
34999,48,418949.0,14,0,32,12,2,4,8,2,4,1,146
35000,56,389694.0,12,0,40,7,2,3,7,1,1,1,80
35001,28,377830.0,13,0,50,9,2,4,4,1,4,0,146
35002,60,464616.99999999994,8,0,65,2,5,4,6,2,4,0,146
35003,25,420419.0,14,0,15,12,5,4,8,1,4,1,123
35004,37,374076.0,16,0,40,10,5,2,8,5,4,0,146
35005,67,398590.0,9,0,40,11,2,2,6,0,1,1,32
35006,20,385927.0,9,0,40,11,2,4,7,2,4,1,146
35007,47,399558.0,15,0,50,14,2,6,8,1,4,1,123
35008,51,394250.0,9,0,40,11,2,2,7,0,4,1,123
35010,41,411093.0,9,0,40,11,2,4,10,4,4,0,91
35011,25,413274.0,12,0,40,7,2,4,8,3,4,1,146
35012,42,407329.0,10,0,40,15,2,4,10,1,4,1,146
35013,31,474370.0,12,0,20,7,2,4,6,1,4,1,146
35015,22,467166.0,13,0,50,9,1,4,8,3,4,0,146
35016,38,322361.0,11,0,80,8,1,2,6,0,4,1,146
35017,25,413274.0,13,0,40,9,2,4,3,4,4,1,45
35018,41,411093.0,13,0,40,9,2,3,2,2,4,0,45
35019,31,408409.0,13,0,40,9,2,3,6,2,4,0,45
35020,32,279581.0,13,0,40,9,4,4,4,2,1,1,146
35021,47,474592.0,12,0,40,7,2,2,9,5,4,0,146
35023,18,430952.0,7,0,20,1,2,4,9,3,4,1,146
35024,49,348969.0,16,0,40,10,3,2,8,5,1,0,72
35025,69,561894.0,10,0,60,15,5,6,4,4,2,0,106
35026,47,480392.99999999994,12,0,40,7,1,0,8,1,4,0,69
35027,47,478248.0,14,0,60,12,2,4,4,1,4,1,146
35028,67,295304.0,11,0,40,8,0,2,4,0,4,1,146
35029,47,308629.0,10,0,40,15,2,4,9,3,4,0,146
35030,28,526999.0,9,0,40,11,2,4,10,2,4,1,146
35031,27,423514.0,14,20000,50,12,2,4,8,1,4,1,146
35032,27,394154.0,14,0,75,12,2,4,4,1,4,0,146
35033,24,400322.0,14,0,40,12,2,4,8,1,4,1,146
35034,27,423514.0,13,0,40,9,2,4,8,1,4,1,146
35035,54,380468.0,14,450,40,12,2,2,4,5,1,0,16
35036,25,389091.0,13,0,40,9,2,4,8,3,1,1,146
35037,22,389091.0,13,0,40,9,2,4,4,3,1,1,146
35038,30,420664.0,10,0,40,15,2,4,6,1,4,0,146
35039,30,420664.0,13,19,50,9,2,4,4,1,4,0,146
35040,61,425305.0,14,0,40,12,5,0,8,4,2,0,146
35041,46,671900.0,9,0,40,11,2,0,4,3,2,1,146
35042,64,444839.99999999994,10,0,49,15,2,0,8,1,4,1,146
35043,26,445267.00000000006,9,0,40,11,2,4,4,1,4,1,146
35044,26,443425.99999999994,9,0,52,11,2,4,10,1,4,0,146
35045,45,643677.0,10,0,40,15,2,0,9,1,2,0,146
35046,38,638326.0,10,0,40,15,2,2,6,0,2,1,146
35049,59,369794.0,10,0,40,15,2,2,8,0,1,1,109
35050,71,408601.0,6,0,30,0,2,2,0,5,4,0,146
35051,32,355052.0,14,0,40,12,2,4,0,3,4,1,146
35052,58,412170.0,3,0,40,4,1,5,6,4,4,0,45
35053,39,509711.0,8,0,40,2,2,2,10,3,4,1,45
35054,36,612867.0,13,0,40,9,2,2,8,3,4,0,45
35056,22,505611.0,14,0,27,12,2,4,4,3,1,1,32
35057,28,508049.99999999994,10,0,28,15,2,4,10,3,4,1,146
35058,23,390850.0,7,0,40,1,2,4,4,3,4,0,146
35059,23,390850.0,9,0,40,11,2,4,4,2,4,0,146
35060,42,357019.0,14,0,30,12,5,2,8,0,1,1,146
35061,45,381351.0,9,0,40,11,2,2,7,0,4,1,91
35062,38,384084.0,13,0,40,9,1,2,4,0,1,1,146
35063,53,369575.0,9,0,40,11,2,4,10,1,4,1,91
35064,30,444409.00000000006,10,0,35,15,2,4,0,4,3,0,146
35065,37,495001.0,8,0,40,2,2,2,3,0,4,1,146
35066,68,420131.0,3,0,40,4,2,4,7,4,4,1,91
35067,27,427482.0,9,0,30,11,1,4,8,3,4,0,91
35068,35,422534.0,9,0,40,11,2,4,0,2,4,1,91
35069,33,409070.0,9,0,30,11,1,4,8,2,4,0,91
35070,54,474370.0,9,0,25,11,2,2,10,0,4,1,91
35071,45,411431.0,13,0,45,9,2,2,8,0,4,1,146
35072,45,380349.0,9,0,35,11,4,0,6,1,4,0,146
35073,29,534930.0,10,0,16,15,2,0,10,4,3,1,80
35074,27,431838.0,13,0,40,9,2,4,8,1,1,0,146
35075,56,431309.0,9,0,40,11,1,4,4,4,4,1,146
35076,45,464025.0,13,0,40,9,2,4,8,1,4,0,146
35077,46,451720.0,10,0,40,15,2,0,10,1,2,0,146
35078,35,361514.0,9,0,40,11,2,4,0,1,4,0,146
35079,36,435411.0,14,0,40,12,2,4,4,1,4,1,146
